"case_id";"relation";"case_type";"case_title";"court";"case_no";"plaintiff";"defendant";"repr";"stage";"curr_date";"curr_state"
"1";"1";"3";"Банкротство ООО ""Капитель""";"2";"А73-13129/2016";"?";"ООО ""Капитель""";"3";"1";"2023-02-21 09:35:00";" "
